,,Undergraduate Terms Offered - FASH-LIT,,,,
,X-Offered AY-Offered in alternating years AN-Offered as needed VAR-Offered varying by year,,,,,
"If there is no specific term listed for a course, contact your advisor or the department offering the course.",,,,,,
AS,HIST 272,Ancient & Colonial Mexico,,,X,
AS,HIST 273*,Modern Mexico,,,,
AS,HIST 276,The History of Philadelphia,,,X,X
AS,HIST 280,History of Science I,X,X,X,
AS,HIST 281,History of Science II,X,X,X,
AS,HIST 282,The Scientific Revolution,X,,,
AS,HIST 285,Technology in Hist Perspective,X,X,X,X
AS,HIST 286,Exploration Tech & Gender,,X,,
AS,HIST 292,Technology in American Life,,,,
AS,HIST 296,Research Methods in History,,X,,X
AS,HIST 299,Hist Background Current Issues,,X,,
AS,HIST 301,The Study of History,X,,,
AS,HIST 310,"Women, Crime, & History",,,X,
AS,HIST 490,Senior Seminar I,X,,,
AS,HIST 491,Senior Seminar II,,X,,
AS,HIST 492,Senior Seminar,X,,,
,,,,,,
G,HRM 110,Intro Hospitality Industr,X,,,
G,HRM 120,Principl Foodservice Mgmt,X,,X,
G,HRM 130,Tourism I,X,,,
G,HRM 135,Tourism II,,X,,
G,HRM 150,Customer Service,,X,,
G,HRM 160,Laws of the Hospitality Ind,,,X,
G,HRM 200,Software for Hospitality Ind,X,,,
G,HRM 215,Commercial Food Production,X,X,X,
G,HRM 220,Purchasing/Hospitality Indust,X,,,
G,HRM 225,Equipment Design and Layout,,X,,
G,HRM 250,Contract Fdsvc Management,,X,,
G,HRM 310,Hospitality Accounting Systems,,X,,
G,HRM 315,Continental/Ethnic/Reg Cuisine,,,X,
G,HRM 320,Hospitality Mgmt Info Sys,,X,,
G,HRM 325,Hotel Room Division Management,X,,,
G,HRM 326,Hotel Rooms Division Mgmt II,,,X,
G,HRM 330,Hotel & Restaurant Marketing,X,,,
G,HRM 335,Beverage Management,,X,,
G,HRM 340,Catering Management,,X,,
G,HRM 345,Convention Management,,X,,
G,HRM 347,Sport Tourism,X,,,
G,HRM 350,Cost Controls in Hospitality,,X,,
G,HRM 355,Resort Management,,,X,
G,HRM 360,Hosp Ind Public Relations,,,X,
G,HRM 365,Heritage Tourism,AN,,,
G,HRM 370,Gaming & Casino Management I,X,,,
G,HRM 371,Gaming & Casino Management II,,X,,
G,HRM 375,Security and Loss Prevention,,,X,
G,HRM 385,Tourism Guest Lecture Series,,,X,
G,HRM 395,Economics of Tourism,,,X,
G,HRM 405,Curr Iss in Travel & Tourism,,,AN,
G,HRM 415,Fine Dining & Services,X,,,
G,HRM 425,Hospitality Indstry Admin,,AN,,
G,HRM 435,Wine and Spirits,X,,X,
G,HRM 450,Hospitality Leadership Seminar,,X,,
G,HRM 455,Hospitalty Human Rsc Mgmt,,,X,
G,HRM 470,"Gaming Legis, Policy & Law",X,,,
G,HRM 472,Gaming Information Systems,,X,,
G,HRM 475,Current Issues in Gaming,,,AN,
B,HRMT 321,Staffing in Organizations,,,X,
B,HRMT 323,Princ Human Resrce Admin,X,X,X,
,,,,,,
B,HRMT 330*,Collective Bargaining,,,,
B,HRMT 345,Seminar In Human Rsc Mgmt,,,X,
NH,HSAD 125,Medical Terminology,,,X,
NH,HSAD 210,Health-Care Ethics,X,X,X,X
NH,HSAD 309,Advanced Health-Care Ethics,X,X,X,X
NH,HSAD 310,Intro to Health-Systems Admin,X,X,X,X
NH,HSAD 312,Development of World Hlth Care,,X,X,
NH,HSAD 313,Evolution of Health Care in US,X,,,
NH,HSAD 315,Interdisciplinary Hlth Svcs,AY,,,
NH,HSAD 316,Health Care across Cultures,,X,X,
NH,HSAD 317,Religious Views on Health Care,X,X,,
NH,HSAD 318,Health/Vulnerable Populations,,,X,X
NH,HSAD 319,Women & the Health Professions,,,X,X
NH,HSAD 320,Managed Health Care,X,,,
NH,HSAD 321,Health-Care Human Resources,X,X,,X
NH,HSAD 322,Health-Care Law,X,X,X,
NH,HSAD 323,Health Services & the Elderly,X,,X,
NH,HSAD 324*,Hlth Tech/Ethic Responsibility,,,,
NH,HSAD 325,Issues in Health Care System,,,X,X
NH,HSAD 326*,Holism & Health Care,,,,
NH,HSAD 327,Partnerships in Health Care,X,X,,
NH,HSAD 328,Health Care for Diverse Groups,X,X,X,
NH,HSAD 329,Health Care and the Media,X,,X,
NH,HSAD 330,Financial Mgmt in Health Care,X,,X,
NH,HSAD 331,Non-profits and Health Care,,X,,X
NH,HSAD 332,Health-Care Marketing,X,,X,
NH,HSAD 333,"Health, Illness, and the Arts",,X,,
NH,HSAD 334,Management of Health Services,,X,,X
NH,HSAD 335,Health-Care Policy,,X,X,
NH,HSAD 336,Urban Health Care,,,X,
