,,Undergraduate Terms Offered - ACCT-ENVR,,,,
,X-Offered AY-Offered in alternating years AN-Offered as needed VAR-Offered varying by year,,,,,
"If there is no specific term listed for a course, contact your advisor or the department offering the course.",,,,,,
R,BMES 471,Tissue Engineering I,X,,,
R,BMES 472,Tissue Engineering II,,X,,
R,BMES 475,Biomaterials & Tissue Engr III,,,X,
R,BMES 477,Neuroengineering I,,X,,
R,BMES 478,Neuroengineering II,,,X,
R,BMES 483,Quantitative Systems Biology,,X,,
R,BMES 484,Genome Information Engineering,,,X,
,,,,,,
R,BMES 488,Medical Device Development,,,X,
R,BMES 491,Senior Design Project I,X,,,
R,BMES 492,Senior Design Project II,,X,,
R,BMES 493,Senior Design Project III,,,X,
R,BMES 494,Clinical Practicum I,X,,,
R,BMES 495,Clinical Practicum II,,X,,
R,BMES 496,Clinical Practicum III,,,X,
B,BUSN 101,Foundations of Business I,X,X,X,
B,BUSN 102,Foundations of Business II,X,X,X,X
B,BUSN 103,Adv First Year Busn Seminar,X,X,X,X
B,BUSN 104,Career Mgmt for Non Co-op Stud,,X,,
B,BUSN 111,Foundations for Business,X,X,X,X
B,BUSN 301,Acct & Fin for Nonfinan Prfnls,X,,,
B,BUSN 451,Business Consulting,X,X,X,X
B,BUSN 481,Special Topics in Business,,X,,
B,BUSN 498,Special Topics in Gen Business,,,X,
E,CAE 491,Senior Design Project I,X,,,
E,CAE 492,Senior Design Project II,,X,,
E,CAE 493,Senior Design Project III,,,X,
E,CAEE 201,Intro to Infrastructure Engr,X,,X,
E,CAEE 210,Measurements in CAE Engr I,,X,,X
E,CAEE 211,Measurements in CAE Engr II,,X,,X
G,CAT 200,Strategies: Lifelong Learning,X,X,X,X
G,CAT 201,Interpersonal Communication,X,X,X,X
G,CAT 301,Project Management,X,X,,X
G,CAT 302,Cust Service Theory & Practice,X,X,,X
G,CAT 303,Client Relations Management,X,,X,
G,CAT 360,Appl Organizational Research,X,X,,
G,CAT 491,Senior Project CAT I,,X,X,
G,CAT 492,Senior Project CAT II,,,X,
E,CHE 201,Process Material Balances,X,,X,
E,CHE 202,Process Energy Balances,,X,,X
E,CHE 206,Basic Chem Eng Thermodynamics,,X,,X
E,CHE 250*,Chem Engr Process Principles,,,,
E,CHE 301,Process Thermodynamics,X,,X,
E,CHE 302,Process Fluid Mechanics,,X,,X
E,CHE 303,Process Heat Transfer,X,,X,
E,CHE 304,Process Mass Transfer,,X,,X
E,CHE 305,Process Separations,X,,X,
E,CHE 307,Process Modeling I,X,,X,
E,CHE 308,Process Modeling II,,X,,X
,,,,,,
E,CHE 310*,Transport Phenomena,,,,
E,CHE 311*,Fluid Flow and Transport,,,,
E,CHE 332,Chem Engr Lab I,,X,,X
E,CHE 333,Chemical Engineering Lab II,X,,X,
E,CHE 334,Chemical Engineering Lab III,,X,,X
E,CHE 335,Statistics &Design Experiments,,X,,X
E,CHE 360,BioProcess Principles,,X,,
E,CHE 420,Process Systems Engineering,X,,,
E,CHE 424,Chem Kinetics & Reactor Design,X,,,
E,CHE 450,Chemical Process Industries,,X,,
E,CHE 451,Safety Engineering,,,X,
E,CHE 452,Polymer Process Technology,,,X,
E,CHE 460*,Biochemical Engineering,,,,
E,CHE 481,Process Design I,X,,,
E,CHE 482,Process Design II,,X,,
E,CHE 483,Process Design III,,,X,
AS,CHEC 352,Phys Chem & Apps II,X,X,X,
AS,CHEC 353,Phys Chem & Apps III,,X,X,X
AS,CHEM 050,Preparatory Chemistry,,,,X
AS,CHEM 101,General Chemistry I,X,X,,X
AS,CHEM 102,General Chemistry II,,X,X,
AS,CHEM 103,General Chemistry III,X,X,X,
AS,CHEM 108,Health Chemistry I,X,,,
AS,CHEM 111,General Chemistry I,X,,,
AS,CHEM 112,General Chemistry II,,X,,
AS,CHEM 113,General Chemistry I Laboratory,X,,,
AS,CHEM 151,Applied Chemistry,X,X,X,X
AS,CHEM 161,General Chemistry I,X,,X,X
AS,CHEM 162,General Chemistry II,X,X,,X
AS,CHEM 163,General Chemistry III,,,X,X
AS,CHEM 164,General Chemistry Laboratory I,,,X,X
AS,CHEM 165,General Chem Lab II,,,X,X
AS,CHEM 201,Why Things Work: Everyday Chem,,,X,
AS,CHEM 230,Quantitative Analysis,X,,X,X
AS,CHEM 231,Quant Analysis Laboratory,X,,X,X
AS,CHEM 241,Organic Chemistry I,X,,X,X
AS,CHEM 242,Organic Chemistry II,X,X,,X
AS,CHEM 243,Organic Chemistry III,X,X,X,
AS,CHEM 244,Organic Chemistry Laboratory I,X,X,X,X
AS,CHEM 245,Organic Chem Lab II,X,X,X,X
AS,CHEM 252,Physical Chemistry I,X,X,,
,,,,,,
AS,CHEM 253,Thermodynamics & Kinetics,X,,,
AS,CHEM 270,Software Skills for Chemists,,X,,
AS,CHEM 346,Qualitative Organic Chemistry,X,,,
AS,CHEM 355,Physical Chemistry IV,X,,,
AS,CHEM 356,Physical Chemistry Lab,X,,X,
AS,CHEM 357,Physical Chemistry Lab I,,X,,
AS,CHEM 358,Physical Chemistry Lab II,X,,X,
AS,CHEM 359,Atomic/Molecular Spectroscopy,,X,,
AS,CHEM 364,Spectroscopic Analysis,X,,,
AS,CHEM 367,Chemical Information Retrieval,X,,,
AS,CHEM 420,Mol Sym & Grp Theory/ Chem,,X,,
AS,CHEM 421,Inorganic Chemistry I,X,,,
AS,CHEM 422,Inorganic Chemistry II,,,X,
AS,CHEM 425,Inorganic Chemistry Lab,,,X,
AS,CHEM 430,Analytical Chemistry I,X,,,
AS,CHEM 431,Analytical Chemistry II,,X,,
AS,CHEM 465,Synthetic Polymer Chemistry,X,,,
AS,CHEM 466,Physical Chemistry of Polymers,,X,,
AS,CHEM 493,Senior Research Project,X,X,X,X
AS,CHEM 497,Research,X,X,X,X
AS,CHIN 101,Chinese I,X,X,X,X
AS,CHIN 102,Chinese II,X,X,X,X
AS,CHIN 103,Chinese III,X,X,X,X
AS,CHIN 201,Chinese IV,X,X,X,X
AS,CHIN 202,Chinese V,X,X,X,X
AS,CHIN 203,Chinese VI: Convers & Comp,X,X,X,X
AS,CHIN 301,Chinese VII,X,X,X,X
AS,CHIN 302,Chinese VIII,X,X,X,X
AS,CHIN 303,Chinese lX,X,X,X,X
AS,CHIN 411,Intro Chinese Stylistics,X,,,
AS,CHIN 431,Intro Chinese Literature,,X,,
AS,CHIN 451,Intro Bus & Prof Chinese,,,X,
AS,CHIN 480,Chinese Minor Thesis Course,AN,AN,AN,AN
E,CIVE 240,Engineering Economic Analysis,X,X,X,
E,CIVE 250,Construction Materials,,X,,X
E,CIVE 251,Engineering Surveying,X,,,
E,CIVE 261,Mater & Struct Behavior I,X,,,
E,CIVE 262,Materls & Struct Behvr II,,X,,
E,CIVE 263,Materls & Struc Behav III,,,X,
E,CIVE 300,Theory of Structures I,X,,X,
E,CIVE 301,Theory of Structures II,,X,,X
,,,,,,
E,CIVE 310,Soil Mechanics I,X,,X,
E,CIVE 320,Introduction to Fluid Flow,X,,X,
E,CIVE 330,Hydraulics,,X,,X
E,CIVE 341*,Municipal Water Facilities,,,,
E,CIVE 370,Intro To Struc Analysis,X,,X,
E,CIVE 371,Intro Structural Design,,X,,X
E,CIVE 372,Structural Laboratory,,X,,X
E,CIVE 375,Structural Material Behavior,,X,,X
E,CIVE 400,Structural Design I,X,,,
E,CIVE 401,Structural Design II,,X,,
E,CIVE 402,Structural Design III,,,X,
E,CIVE 410,Foundation Engineering,,X,,X
E,CIVE 420*,Water and Waste Treatment I,,,,
E,CIVE 430,Hydrology,X,,X,
E,CIVE 431,Hydrology-Ground Water,,X,,
E,CIVE 432*,Water Resources Design,,,,
E,CIVE 477,Seminar,X,,,
E,CIVE 478,Seminar,,X,,
AS,CJ 204,Criminology,X,X,X,X
AS,CJ 206,Criminal Justice,X,X,X,X
AS,CJ 265,Criminal Investigation,,X,,
AS,CJ 266*,Crime Prevention Planning,,,,
AS,CJ 267*,Intro to Security Studies,,,,
AS,CJ 273,"Surveillance, Tech & the Law",,AY,AY,
AS,CJ 274,"Sex,Violence & Crime-Internet",,AY,AY,
AS,CJ 275,Issues in Domestic Violence,AY,,AY,
AS,CJ 276,Introduction to Computer Crime,AY,,AY,
AS,CJ 277,Intro-Correctional Practices,,,AY,
AS,CJ 278,Intro to Law Enforcement,X,,X,
AS,CJ 280,Communities and Crime,,AY,,AY
AS,CJ 282,Community Policing,,AY,,
AS,CJ 289,Terrorism,,,,X
AS,CJ 360,Juvenile Justice,,X,,
AS,CJ 362,"Gender, Crime & Justice",,X,,
AS,CJ 364,Community Corrections,,,AY,
